pmcid,pmid,doi,title,journal,publication_year,license
7363471,32513827,10.1523/JNEUROSCI.0905-19.2020,Dynamical Mechanisms of Interictal Resting-State Functional Connectivity in Epilepsy,J Neurosci,2020,https://creativecommons.org/licenses/by/4.0/
8915948,35131432,10.1016/j.neuroimage.2022.118972,Dynamic variations of resting-state BOLD signal spectra in white matter,Neuroimage,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
6955985,31775369,10.3390/brainsci9120338,Functional Connectivity between the Resting-State Olfactory Network and the Hippocampus in Alzheimer’s Disease,Brain Sci,2019,http://creativecommons.org/licenses/by/4.0/
9681652,36439771,10.1016/j.heliyon.2022.e11714,Effects of chronic caffeine intake and withdrawal on neural activity assessed via resting-state functional magnetic resonance imaging in mice,Heliyon,2022,https://creativecommons.org/licenses/by/4.0/
6413302,30503214,10.1016/j.nicl.2018.11.013,"Multi-echo fMRI, resting-state connectivity, and high psychometric schizotypy",Neuroimage Clin,2018,http://creativecommons.org/licenses/by/4.0/
8298802,34316622,10.1016/j.prdoa.2020.100036,Visuoperceptual disturbances in Parkinson's disease,Clin Park Relat Disord,2020,https://creativecommons.org/licenses/by-nc-nd/4.0/
7425087,32821168,10.2147/CMAR.S253202,Altered Functional Connectivity Density in Young Survivors of Acute Lymphoblastic Leukemia Using Resting-State fMRI,Cancer Manag Res,2020,http://creativecommons.org/licenses/by-nc/3.0/
8820653,35132408,10.1101/2022.02.01.478677,Assessing functional connectivity differences and work-related fatigue in surviving COVID-negative patients,bioRxiv,2023,https://creativecommons.org/licenses/by/4.0/
7742540,,10.1093/geroni/igaa057.1629,The Effects of the BAILAMOS Dance Program on Brain Functional Connectivity of Older Latinos: An Exploratory Study,Innov Aging,2020,http://creativecommons.org/licenses/by/4.0/
6636554,31354402,10.3389/fnins.2019.00618,"Characterizing Rapid Fluctuations of Resting State Functional Connectivity in Demyelinating, Neurodegenerative, and Psychiatric Conditions: From Static to Time-Varying Analysis",Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
7970001,33746890,10.3389/fneur.2021.636224,Neuroimaging Markers of Mal de Débarquement Syndrome,Front Neurol,2021,http://creativecommons.org/licenses/by/4.0/
9995441,36908710,10.3389/fnhum.2023.1124254,Linking resting-state network fluctuations with systems of coherent synaptic density: A multimodal fMRI and 11C-UCB-J PET study,Front Hum Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
8453222,34544032,10.1016/j.nicl.2021.102812,Stroke-related alterations in inter-areal communication,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
6971822,31970059,10.3233/BPL-190081,Modulation of Distinct Intrinsic Resting State Brain Networks by Acute Exercise Bouts of Differing Intensity,Brain Plast,2019,https://creativecommons.org/licenses/by-nc/4.0/
9836043,36643376,,Preliminary Findings of Weaker Executive Control Network Resting State fMRI Functional Connectivity in Opioid Use Disorder compared to Healthy Controls,J Addict Res Ther,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
7994700,33314765,10.1002/brb3.2003,Changes in the anterior cingulate cortex in Crohn’s disease: A neuroimaging perspective,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
9548650,36226096,10.3389/fpsyt.2022.1016807,Individual prediction of hemispheric similarity of functional connectivity during normal aging,Front Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
8635780,34869446,10.3389/fmed.2021.752021,Brief Postnatal Visual Deprivation Triggers Long-Lasting Interactive Structural and Functional Reorganization of the Human Cortex,Front Med (Lausanne),2021,https://creativecommons.org/licenses/by/4.0/
9289162,35859600,10.3389/fpsyt.2022.896388,Functional Brain Networks in Preschool Children With Autism Spectrum Disorders,Front Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
9539921,36213743,10.3389/fnins.2022.902866,Sight restoration reverses blindness-induced cross-modal functional connectivity changes between the visual and somatosensory cortex at rest,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8177891,34042587,10.7554/eLife.66308,Spontaneous neural synchrony links intrinsic spinal sensory and motor networks during unconsciousness,eLife,2021,https://creativecommons.org/licenses/by/4.0/
6563769,31244765,10.3389/fneur.2019.00606,Volume of Hypothalamus as a Diagnostic Biomarker of Chronic Migraine,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
9908753,36778038,10.3389/fnhum.2023.1094592,The classification of brain network for major depressive disorder patients based on deep graph convolutional neural network,Front Hum Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
8456451,33878383,10.1016/j.neuroimage.2021.118069,Brain network mechanisms of visual shape completion,Neuroimage,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
6110931,30186225,10.3389/fneur.2018.00692,"Clinical, Anatomical, and Pathological Features in the Three Variants of Primary Progressive Aphasia: A Review",Front Neurol,2018,http://creativecommons.org/licenses/by/4.0/
6334314,30719060,10.1155/2019/4245753,Acupuncture Enhances Communication between Cortices with Damaged White Matters in Poststroke Motor Impairment,Evid Based Complement Alternat Med,2019,https://creativecommons.org/licenses/by/4.0/
6798007,31680932,10.3389/fnagi.2019.00277,Aging Reduces the Functional Brain Networks Strength—a Resting State fMRI Study of Healthy Mouse Brain,Front Aging Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
9793684,36575450,10.1186/s13229-022-00529-y,Patterns of connectome variability in autism across five functional activation tasks: findings from the LEAP project,Mol Autism,2022,https://creativecommons.org/licenses/by/4.0/
8203778,34127688,10.1038/s41598-021-90663-z,Perturbation of resting-state network nodes preferentially propagates to structurally rather than functionally connected regions,Sci Rep,2021,https://creativecommons.org/licenses/by/4.0/
7490914,32916466,10.1016/j.nicl.2020.102409,Longitudinal functional connectivity changes related to dopaminergic decline in Parkinson’s disease,Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
7334502,32541017,10.1073/pnas.1920475117,Functional imaging evidence for task-induced deactivation and disconnection of a major default mode network hub in the mouse brain,Proc Natl Acad Sci U S A,2020,https://creativecommons.org/licenses/by-nc-nd/4.0/
8172773,34093119,10.3389/fnins.2021.674852,Revealing the Neural Mechanism Underlying the Effects of Acupuncture on Migraine: A Systematic Review,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8012554,33815090,10.3389/fnagi.2021.632237,Thalamocortical Functional Connectivity in Patients With White Matter Hyperintensities,Front Aging Neurosci,2021,http://creativecommons.org/licenses/by/4.0/
6984040,32038211,10.3389/fncom.2019.00094,Comparing Cyclicity Analysis With Pre-established Functional Connectivity Methods to Identify Individuals and Subject Groups Using Resting State fMRI,Front Comput Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
9947534,36845423,10.3389/fnins.2023.1053114,Effects of primary angle-closure glaucoma on interhemispheric functional connectivity,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
7259727,32470024,10.1371/journal.pone.0233833,Alterations of functional and structural connectivity in patients with brain metastases,PLoS One,2020,http://creativecommons.org/licenses/by/4.0/
6971220,32009868,10.3389/fnins.2019.01325,Automated Detection of Autism Spectrum Disorder Using a Convolutional Neural Network,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
6658828,31491814,10.1016/j.nicl.2019.101932,Somatic symptoms disorders in Parkinson's disease are related to default mode and salience network dysfunction,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
9197452,35712452,10.3389/fnins.2022.890596,Abnormal Insular Dynamic Functional Connectivity and Its Relation to Social Dysfunctioning in Children With Attention Deficit/Hyperactivity Disorder,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9453298,36090263,10.3389/fnins.2022.941244,Disrupted Spontaneous Neural Activity and Its Interaction With Pain and Emotion in Temporomandibular Disorders,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
10275004,37333141,10.1101/2023.06.06.23291025,Improved Seizure Onset-Zone Lateralization in Temporal Lobe Epilepsy using 7T Resting-State fMRI: A Direct Comparison with 3T,medRxiv,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
8628146,34564958,10.3348/kjr.2020.1432,Renormalization of Thalamic Sub-Regional Functional Connectivity Contributes to Improvement of Cognitive Function after Liver Transplantation in Cirrhotic Patients with Overt Hepatic Encephalopathy,Korean J Radiol,2021,https://creativecommons.org/licenses/by-nc/4.0/
7086233,32062083,10.1016/j.neuroimage.2020.116604,Optimising network modelling methods for fMRI,Neuroimage,2020,http://creativecommons.org/licenses/by/4.0/
7394146,32727853,10.1136/openhrt-2020-001315,Role of the central autonomic nervous system intrinsic functional organisation and psychosocial factors in primary microvascular angina and Takotsubo syndrome,Open Heart,2020,http://creativecommons.org/licenses/by-nc/4.0/
9929413,36819289,10.21037/qims-22-450,Functional-structural large-scale brain networks are correlated with neurocognitive impairment in acute mild traumatic brain injury,Quant Imaging Med Surg,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
10028626,36661276,10.1002/hbm.26207,Effect of regional intrinsic activity following two kinds of theta burst stimulation on precuneus,Hum Brain Mapp,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
6677917,31377556,10.1016/j.nicl.2019.101959,Examining resting-state functional connectivity in first-episode schizophrenia with 7T fMRI and MEG,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
9483733,36116214,10.1016/j.ebiom.2022.104255,Evolution of brain functional plasticity associated with increasing symptom severity in degenerative cervical myelopathy,eBioMedicine,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
9201405,35721014,10.3389/fnagi.2022.909733,Cerebellar Continuous Theta Burst Stimulation for Aphasia Rehabilitation: Study Protocol for a Randomized Controlled Trial,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9441575,36072890,10.3389/fnhum.2022.965602,Multimodal brain features at 3 years of age and their relationship with pre-reading measures 1 year later,Front Hum Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8915549,35295450,10.3389/fpain.2021.673538,Sex-Specific Abnormalities and Treatment-Related Plasticity of Subgenual Anterior Cingulate Cortex Functional Connectivity in Chronic Pain,Front Pain Res (Lausanne),2021,https://creativecommons.org/licenses/by/4.0/
8285494,34272398,10.1038/s41531-021-00205-7,Abnormal interhemispheric resting state functional connectivity in Parkinson’s disease patients with impulse control disorders,NPJ Parkinsons Dis,2021,https://creativecommons.org/licenses/by/4.0/
6905409,31866850,10.3389/fnagi.2019.00326,Altered Directed Functional Connectivity of the Hippocampus in Mild Cognitive Impairment and Alzheimer’s Disease: A Resting-State fMRI Study,Front Aging Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
7234505,,10.1093/schbul/sbaa031.211,S145. CORTICO-THALAMIC DYSCONNECTIVITY LINKS WITH ABERRANT STRIATAL DOPAMINE IN SCHIZOPHRENIA A SIMULTANEOUS 18F-DOPA-PET/RESTING-STATE FMRI STUDY,Schizophr Bull,2020,http://creativecommons.org/licenses/by-nc/4.0/
9934762,36798194,10.21203/rs.3.rs-2362961/v1,Resting state neurophysiology of agonist-antagonist myoneural interface in persons with transtibial amputation,Res Sq,2023,https://creativecommons.org/licenses/by/4.0/
8615968,34827457,10.3390/brainsci11111458,Resting-State Functional Connectivity following Phonological Component Analysis: The Combined Action of Phonology and Visual Orthographic Cues,Brain Sci,2021,https://creativecommons.org/licenses/by/4.0/
6750201,31571880,10.2147/NDT.S220743,Disrupted Brain Entropy And Functional Connectivity Patterns Of Thalamic Subregions In Major Depressive Disorder,Neuropsychiatr Dis Treat,2019,http://creativecommons.org/licenses/by-nc/3.0/
10376072,37508401,10.3390/biology12070971,Learning to Fuse Multiple Brain Functional Networks for Automated Autism Identification,Biology (Basel),2023,https://creativecommons.org/licenses/by/4.0/
9299814,34812558,10.1111/ejn.15538,Mild early‐life stress exaggerates the impact of acute stress on corticolimbic resting‐state functional connectivity,Eur J Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
9207995,35733421,10.1162/netn_a_00222,More than the sum of its parts: Merging network psychometrics and network neuroscience with application in autism,Netw Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8751629,35027887,10.3389/fnhum.2021.768485,Resting-State Functional MRI Metrics in Patients With Chronic Mild Traumatic Brain Injury and Their Association With Clinical Cognitive Performance,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
